Title,URL,Site,Short Intro,Category,Sub-Category,Language,Rating,Duration,is_paid,level
Web Design for Everybody: Basics of Web Development & Coding Specialization,https://www.coursera.org/specializations/web-design,Coursera,"Learn to Design and Create Websites. Build a responsive and accessible web portfolio using HTML5, CSS3, and JavaScript",computer science,mobile and web development,English,4.8,6.0,,
Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,Coursera,Launch your career in cloud computing. Prepare for the Microsoft AZ-900 certification exam.,computer science,software development,English,4.6,5.0,,
Business Value and Project Management Specialization,https://www.coursera.org/specializations/business-value-project-management,Coursera,"Coursework to build great organizational leaders.. Learners will be able to form a more wholistic perspective on business fundamentals and better manage organizational development, change, and projects.",business,leadership and management,English,4.8,6.0,,
Clinical Trials Operations Specialization,https://www.coursera.org/specializations/clinical-trials-operations,Coursera,Design and Conduct Successful Clinical Trials. Build skills for conducting successful and impactful clinical trials.,health,public health,English,4.8,4.0,,
Investment Management with Python and Machine Learning Specialization,https://www.coursera.org/specializations/investment-management-python-machine-learning,Coursera,,business,finance,English,4.5,5.0,,
Data Analysis with R Specialization,https://www.coursera.org/specializations/statistics,Coursera,"Master Data Analysis with R. Statistical mastery of data analysis including basic data visualization, statistical testing and inference, and linear modeling",data science,data analysis,English,4.7,5.0,,
Excel to MySQL: Analytic Techniques for Business Specialization,https://www.coursera.org/specializations/excel-mysql,Coursera,Turn Data Into Value. Drive business process change by identifying & analyzing key metrics in 4 industry-relevant courses.,business,business essentials,English,4.6,7.0,,
Bayesian Statistics Specialization,https://www.coursera.org/specializations/bayesian-statistics,Coursera,Bayesian Statistics for Modeling and Prediction. Learn the foundations and practice your data analysis skills.,data science,probability and statistics,English,4.7,6.0,,
Data Science Foundations: Data Structures and Algorithms Specialization,https://www.coursera.org/specializations/boulder-data-structures-algorithms,Coursera,,computer science,algorithms,English,4.7,3.0,,
Biostatistics in Public Health  Specialization,https://www.coursera.org/specializations/biostatistics-public-health,Coursera,"Build Statistical Skills for Biological Sciences. Master the tools and methods you need to analyze, interpret, and communicate biostatistical data.",health,public health,English,4.8,4.0,,
Algorithms for Battery Management Systems Specialization,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,Coursera,"Get Started in Algorithms for Battery Management. Learn how to model lithium-ion battery cells, and how to use those models to manage battery packs",physical science and engineering,electrical engineering,English,4.8,8.0,,
"Effective Communication: Writing, Design, and Presentation Specialization",https://www.coursera.org/specializations/effective-business-communication,Coursera,"Build Communication Skill for Professional Success. Master business writing, graphic design, and business presentation skills ",business,business essentials,English,4.8,5.0,,
Financial Management Specialization,https://www.coursera.org/specializations/financial-management,Coursera,Become a Strategic Financial Manager . Develop an integrated financial management framework.,business,finance,English,4.7,8.0,,
Game Design: Art and Concepts Specialization,https://www.coursera.org/specializations/game-design,Coursera,Create Imaginative Games. Design a video game for independent distribution in just four courses.,arts and humanities,music and art,English,4.7,6.0,,
Neuroscience and Neuroimaging Specialization,https://www.coursera.org/specializations/computational-neuroscience,Coursera,"Familiarize yourself with fundamental concepts in neuroscience, like Functional Magnetic Resonance Imaging (fMRI), neurohacking (in R), and neuroimaging.",data science,data analysis,English,4.7,4.0,,
Electronic Music Production Specialization,https://www.coursera.org/specializations/electronic-music-production,Coursera,Create Musical Compositions With Your Computer. Learn the tools and techniques to create professional sounding music.,arts and humanities,music and art,English,4.8,5.0,,
Branding: The Creative Journey Specialization,https://www.coursera.org/specializations/branding-the-creative-journey,Coursera,"Begin your Career as a Branding Specialist. Master branding strategies, branded content generation, image creation and customer experience",business,business strategy,English,4.6,5.0,,
Six Sigma Green Belt Specialization,https://www.coursera.org/specializations/six-sigma-green-belt,Coursera,Improve Your Career With Advanced Six Sigma. Dive deeper into proven principles and tools to improve quality assurance in your organization,business,business essentials,English,4.7,5.0,,
Excel/VBA for Creative Problem Solving Specialization,https://www.coursera.org/specializations/excel-vba-creative-problem-solving,Coursera,Optimize Your Excel Spreadsheets With VBA. Learn how to automate your Excel spreadsheets with Visual Basic for Applications,computer science,design and product,English,4.8,4.0,,
Business Statistics and Analysis Specialization,https://www.coursera.org/specializations/business-statistics-analysis,Coursera,Build Data Analysis and Business Modeling Skills. Gain the ability to apply statistics and data analysis tools to various business applications.,data science,probability and statistics,English,4.7,5.0,,
People and Soft Skills for Professional and Personal Success Specialization,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,Coursera,Develop key power skills to boost your work life. Master powerful people and soft skills for achieving professional success.,personal development,personal development,English,4.7,2.0,,
"Songwriting: Writing, Arranging, and Producing Music Specialization",https://www.coursera.org/specializations/songwriting,Coursera,"Write, Arrange, and Produce Your Original Songs. Apply the tools and techniques of songwriting to bring your musical ideas to life.",arts and humanities,music and art,English,4.8,4.0,,
